Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Duration,Total Packets,Total Length,Packet Length Min,Packet Length Max,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Flow IAT Total,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count
192.95.27.190-71.126.222.64-50360-35451-TCP,192.95.27.190,50360,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50361-35451-TCP,192.95.27.190,50361,71.126.222.64,35451,TCP,219.42884,3,144,48,48,0.6562491967783268,0.013671858266215142,109.71442,53.036414015249285,147.21682800000002,72.21201199999999,219.42884,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50362-35451-TCP,192.95.27.190,50362,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50363-35451-TCP,192.95.27.190,50363,71.126.222.64,35451,TCP,219.427796,3,144,48,48,0.6562523190999923,0.013671923314583171,109.71389799999999,48.42926119664187,143.95855699999998,75.46923899999999,219.42779599999997,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50364-35451-TCP,192.95.27.190,50364,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50365-35451-TCP,192.95.27.190,50365,71.126.222.64,35451,TCP,219.427328,3,144,48,48,0.6562537187710731,0.013671952474397356,109.713664,48.43116048545613,143.959666,75.467662,219.427328,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50366-35451-TCP,192.95.27.190,50366,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50367-35451-TCP,192.95.27.190,50367,71.126.222.64,35451,TCP,219.42739,3,144,48,48,0.6562535333442192,0.0136719486113379,109.713695,48.430798446784166,143.959441,75.467949,219.42739,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50368-35451-TCP,192.95.27.190,50368,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50369-35451-TCP,192.95.27.190,50369,71.126.222.64,35451,TCP,219.42962999999997,3,144,48,48,0.6562468341217182,0.013671809044202465,109.71481499999999,48.43122553927997,143.96086299999996,75.46876700000001,219.42962999999997,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50370-35451-TCP,192.95.27.190,50370,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50371-35451-TCP,192.95.27.190,50371,71.126.222.64,35451,TCP,219.427788,3,144,48,48,0.6562523430259435,0.01367192381304049,109.71389399999998,48.43130897788017,143.96000099999998,75.467787,219.42778799999996,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50372-35451-TCP,192.95.27.190,50372,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50373-35451-TCP,192.95.27.190,50373,71.126.222.64,35451,TCP,219.42695400000002,3,144,48,48,0.6562548373159297,0.013671975777415201,109.71347700000001,48.43097946612018,143.95935100000003,75.467603,219.42695400000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50374-35451-TCP,192.95.27.190,50374,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50375-35451-TCP,192.95.27.190,50375,71.126.222.64,35451,TCP,219.42825999999997,3,144,48,48,0.6562509313978064,0.013671894404120966,109.71413,48.430710765543296,143.959814,75.468446,219.42826,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50376-35451-TCP,192.95.27.190,50376,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50377-35451-TCP,192.95.27.190,50377,71.126.222.64,35451,TCP,219.42812800000002,3,144,48,48,0.656251326174555,0.013671902628636561,109.71406400000002,48.431229781920706,143.96011500000003,75.46801300000001,219.42812800000004,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50378-35451-TCP,192.95.27.190,50378,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50379-35451-TCP,192.95.27.190,50379,71.126.222.64,35451,TCP,219.42794099999998,3,144,48,48,0.6562518854424287,0.0136719142800506,109.71397049999999,48.43025043902873,143.95932899999997,75.468612,219.42794099999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50380-35451-TCP,192.95.27.190,50380,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50381-35451-TCP,192.95.27.190,50381,71.126.222.64,35451,TCP,219.42785600000002,3,144,48,48,0.6562521396554136,0.01367191957615445,109.71392800000001,48.431508381992494,143.96017600000002,75.46768,219.42785600000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50382-35451-TCP,192.95.27.190,50382,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50383-35451-TCP,192.95.27.190,50383,71.126.222.64,35451,TCP,219.42825599999998,3,144,48,48,0.6562509433607312,0.013671894653348565,109.71412799999999,48.43031902838653,143.959535,75.46872099999999,219.42825599999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50384-35451-TCP,192.95.27.190,50384,71.126.222.64,35451,TCP,78.53535800000003,2,96,48,48,1.222379351730974,0.025466236494395292,78.53535800000003,0,78.53535800000003,78.53535800000003,78.53535800000003,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50385-35451-TCP,192.95.27.190,50385,71.126.222.64,35451,TCP,75.468599,2,96,48,48,1.2720522345989225,0.026501088220810883,75.468599,0,75.468599,75.468599,75.468599,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50386-35451-TCP,192.95.27.190,50386,71.126.222.64,35451,TCP,78.53526000000002,2,96,48,48,1.2223808770735587,0.025466268272365807,78.53526000000002,0,78.53526000000002,78.53526000000002,78.53526000000002,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50387-35451-TCP,192.95.27.190,50387,71.126.222.64,35451,TCP,75.472839,2,96,48,48,1.2719807717846683,0.026499599412180587,75.472839,0,75.472839,75.472839,75.472839,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50388-35451-TCP,192.95.27.190,50388,71.126.222.64,35451,TCP,78.53542400000003,2,96,48,48,1.2223783244615825,0.025466215092949638,78.53542400000003,0,78.53542400000003,78.53542400000003,78.53542400000003,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50389-35451-TCP,192.95.27.190,50389,71.126.222.64,35451,TCP,75.47158999999999,2,96,48,48,1.2720018221426104,0.026500037961304384,75.47158999999999,0,75.47158999999999,75.47158999999999,75.47158999999999,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50390-35451-TCP,192.95.27.190,50390,71.126.222.64,35451,TCP,78.535199,2,96,48,48,1.2223818265234165,0.025466288052571177,78.535199,0,78.535199,78.535199,78.535199,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50391-35451-TCP,192.95.27.190,50391,71.126.222.64,35451,TCP,147.456884,3,144,48,48,0.976556645534433,0.020344930115300686,73.728442,2.4658383237029264,75.472053,71.98483099999999,147.456884,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50392-35451-TCP,192.95.27.190,50392,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50393-35451-TCP,192.95.27.190,50393,71.126.222.64,35451,TCP,147.58568100000002,3,144,48,48,0.9757044113242935,0.020327175235922784,73.79284050000001,2.375138443986897,75.472317,72.113364,147.58568100000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50394-35451-TCP,192.95.27.190,50394,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50395-35451-TCP,192.95.27.190,50395,71.126.222.64,35451,TCP,150.913424,3,144,48,48,0.9541894695862179,0.019878947283046206,75.456712,0.022080116349333784,75.472325,75.441099,150.913424,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50396-35451-TCP,192.95.27.190,50396,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50397-35451-TCP,192.95.27.190,50397,71.126.222.64,35451,TCP,150.91180000000003,3,144,48,48,0.9541997378601274,0.01987916120541932,75.45590000000001,0.02310542118204812,75.472238,75.43956200000001,150.91180000000003,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50398-35451-TCP,192.95.27.190,50398,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50399-35451-TCP,192.95.27.190,50399,71.126.222.64,35451,TCP,150.913008,3,144,48,48,0.9541920998619284,0.019879002080456842,75.456504,0.02357918272544276,75.47317699999999,75.439831,150.913008,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50400-35451-TCP,192.95.27.190,50400,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50401-35451-TCP,192.95.27.190,50401,71.126.222.64,35451,TCP,150.912148,3,144,48,48,0.9541975374971139,0.019879115364523206,75.456074,0.02268398554046986,75.472114,75.440034,150.912148,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50402-35451-TCP,192.95.27.190,50402,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50403-35451-TCP,192.95.27.190,50403,71.126.222.64,35451,TCP,150.912125,3,144,48,48,0.9541976829230918,0.01987911839423108,75.4560625,0.023165525258458008,75.472443,75.43968199999999,150.912125,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50404-35451-TCP,192.95.27.190,50404,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50405-35451-TCP,192.95.27.190,50405,71.126.222.64,35451,TCP,150.911958,3,144,48,48,0.9541987388434785,0.01987914039257247,75.45597899999999,0.024207093547148815,75.473096,75.43886199999999,150.91195799999997,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50406-35451-TCP,192.95.27.190,50406,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50407-35451-TCP,192.95.27.190,50407,71.126.222.64,35451,TCP,150.912239,3,144,48,48,0.9541969621165054,0.019879103377427196,75.4561195,0.0226436804539435,75.472131,75.440108,150.912239,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50408-35451-TCP,192.95.27.190,50408,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50409-35451-TCP,192.95.27.190,50409,71.126.222.64,35451,TCP,150.91200800000001,3,144,48,48,0.954198422699405,0.019879133806237605,75.45600400000001,0.022883389652743353,75.472185,75.43982300000002,150.91200800000001,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50410-35451-TCP,192.95.27.190,50410,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50411-35451-TCP,192.95.27.190,50411,71.126.222.64,35451,TCP,150.911974,3,144,48,48,0.9541986376773524,0.01987913828494484,75.455987,0.023040367358182427,75.472279,75.439695,150.911974,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50412-35451-TCP,192.95.27.190,50412,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50413-35451-TCP,192.95.27.190,50413,71.126.222.64,35451,TCP,150.912275,3,144,48,48,0.9541967344935991,0.019879098635283313,75.45613749999998,0.02297177800039963,75.47238099999998,75.439894,150.91227499999997,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50414-35451-TCP,192.95.27.190,50414,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50415-35451-TCP,192.95.27.190,50415,71.126.222.64,35451,TCP,150.912579,3,144,48,48,0.9541948123489428,0.019879058590602974,75.4562895,0.022707320064240345,75.472346,75.440233,150.912579,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50416-35451-TCP,192.95.27.190,50416,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50417-35451-TCP,192.95.27.190,50417,71.126.222.64,35451,TCP,150.91287699999998,3,144,48,48,0.9541929281488685,0.01987901933643476,75.45643849999999,0.022106279300241973,75.47207,75.44080699999999,150.91287699999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50418-35451-TCP,192.95.27.190,50418,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50419-35451-TCP,192.95.27.190,50419,71.126.222.64,35451,TCP,153.57023399999997,3,144,48,48,0.9376817124599812,0.019535035676249608,76.78511699999999,1.8565399667036362,78.09788899999998,75.472345,153.57023399999997,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50420-35451-TCP,192.95.27.190,50420,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50421-35451-TCP,192.95.27.190,50421,71.126.222.64,35451,TCP,153.569368,3,144,48,48,0.9376870001835262,0.019535145837156796,76.784684,1.8561072173535775,78.09715000000001,75.472218,153.569368,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50422-35451-TCP,192.95.27.190,50422,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50423-35451-TCP,192.95.27.190,50423,71.126.222.64,35451,TCP,221.83279200000004,4,192,48,48,0.8655167627336177,0.018031599223617037,73.944264,5.09199252908416,78.09726400000001,68.26320700000002,221.83279200000004,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50424-35451-TCP,192.95.27.190,50424,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50425-35451-TCP,192.95.27.190,50425,71.126.222.64,35451,TCP,153.569192,3,144,48,48,0.9376880748320927,0.019535168225668597,76.784596,1.8559573107159524,78.09695599999999,75.472236,153.569192,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50426-35451-TCP,192.95.27.190,50426,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50427-35451-TCP,192.95.27.190,50427,71.126.222.64,35451,TCP,153.569341,2,96,48,48,0.6251247766961505,0.01302343284783647,153.569341,0,153.569341,153.569341,153.569341,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50428-35451-TCP,192.95.27.190,50428,71.126.222.64,35451,TCP,152.890555,2,96,48,48,0.6279001341842209,0.013081252795504601,152.890555,0,152.890555,152.890555,152.890555,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50429-35451-TCP,192.95.27.190,50429,71.126.222.64,35451,TCP,153.569592,2,96,48,48,0.6251237549683664,0.013023411561840966,153.569592,0,153.569592,153.569592,153.569592,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50430-35451-TCP,192.95.27.190,50430,71.126.222.64,35451,TCP,152.891366,2,96,48,48,0.6278968035382717,0.013081183407047328,152.891366,0,152.891366,152.891366,152.891366,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50431-35451-TCP,192.95.27.190,50431,71.126.222.64,35451,TCP,153.569265,2,96,48,48,0.6251250860645846,0.013023439293012178,153.569265,0,153.569265,153.569265,153.569265,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50432-35451-TCP,192.95.27.190,50432,71.126.222.64,35451,TCP,152.89132,2,96,48,48,0.6278969924518932,0.013081187342747776,152.89132,0,152.89132,152.89132,152.89132,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50433-35451-TCP,192.95.27.190,50433,71.126.222.64,35451,TCP,153.569538,2,96,48,48,0.6251239747820301,0.013023416141292293,153.569538,0,153.569538,153.569538,153.569538,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50434-35451-TCP,192.95.27.190,50434,71.126.222.64,35451,TCP,152.891352,2,96,48,48,0.6278968610337097,0.013081184604868953,152.891352,0,152.891352,152.891352,152.891352,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50435-35451-TCP,192.95.27.190,50435,71.126.222.64,35451,TCP,153.56908,2,96,48,48,0.6251258391337631,0.013023454981953397,153.56908,0,153.56908,153.56908,153.56908,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50436-35451-TCP,192.95.27.190,50436,71.126.222.64,35451,TCP,152.89079300000003,2,96,48,48,0.6278991567530164,0.013081232432354508,152.89079300000003,0,152.89079300000003,152.89079300000003,152.89079300000003,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50437-35451-TCP,192.95.27.190,50437,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50438-35451-TCP,192.95.27.190,50438,71.126.222.64,35451,TCP,227.30570899999998,3,144,48,48,0.6335080655629288,0.013198084699227683,113.65285449999999,55.49042880646395,152.890513,74.415196,227.30570899999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50439-35451-TCP,192.95.27.190,50439,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50440-35451-TCP,192.95.27.190,50440,71.126.222.64,35451,TCP,227.30588799999998,3,144,48,48,0.6335075666847663,0.01319807430593263,113.65294399999999,55.491446333122056,152.89132199999997,74.41456600000001,227.30588799999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50441-35451-TCP,192.95.27.190,50441,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50442-35451-TCP,192.95.27.190,50442,71.126.222.64,35451,TCP,227.30600199999998,3,144,48,48,0.633507248963888,0.013198067686747667,113.65300099999999,55.49068407201193,152.89083999999997,74.41516200000001,227.30600199999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50443-35451-TCP,192.95.27.190,50443,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50444-35451-TCP,192.95.27.190,50444,71.126.222.64,35451,TCP,227.305952,3,144,48,48,0.6335073883151111,0.013198070589898149,113.65297600000001,55.49073215527307,152.890849,74.41510300000002,227.30595200000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50445-35451-TCP,192.95.27.190,50445,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50446-35451-TCP,192.95.27.190,50446,71.126.222.64,35451,TCP,227.30513900000003,3,144,48,48,0.6335096541746026,0.013198117795304222,113.65256950000003,55.49099873452962,152.89063100000004,74.414508,227.30513900000005,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50447-35451-TCP,192.95.27.190,50447,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50448-35451-TCP,192.95.27.190,50448,71.126.222.64,35451,TCP,229.394313,3,144,48,48,0.6277400608444901,0.013077917934260209,114.69715649999999,56.966879079289946,154.97882299999998,74.41549,229.39431299999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50449-35451-TCP,192.95.27.190,50449,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50450-35451-TCP,192.95.27.190,50450,71.126.222.64,35451,TCP,229.39372699999998,3,144,48,48,0.6277416644440326,0.013077951342584012,114.69686349999998,56.96774599220368,154.97914299999997,74.41458399999999,229.39372699999996,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50451-35451-TCP,192.95.27.190,50451,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50452-35451-TCP,192.95.27.190,50452,71.126.222.64,35451,TCP,229.39249500000003,3,144,48,48,0.6277450358609159,0.013078021580435749,114.6962475,56.967282130155255,154.97819900000002,74.414296,229.392495,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50453-35451-TCP,192.95.27.190,50453,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50454-35451-TCP,192.95.27.190,50454,71.126.222.64,35451,TCP,229.39344799999998,3,144,48,48,0.6277424279354309,0.01307796724865481,114.69672399999999,56.96630844411754,154.97798699999998,74.415461,229.39344799999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50455-35451-TCP,192.95.27.190,50455,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50456-35451-TCP,192.95.27.190,50456,71.126.222.64,35451,TCP,229.393466,3,144,48,48,0.6277423786778652,0.013077966222455526,114.69673300000001,56.96773962824268,154.97900800000002,74.414458,229.39346600000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50457-35451-TCP,192.95.27.190,50457,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50458-35451-TCP,192.95.27.190,50458,71.126.222.64,35451,TCP,154.97835500000002,2,96,48,48,0.6194413406956086,0.012905027931158514,154.97835500000002,0,154.97835500000002,154.97835500000002,154.97835500000002,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50459-35451-TCP,192.95.27.190,50459,71.126.222.64,35451,TCP,144.002896,2,96,48,48,0.6666532595288918,0.013888609573518578,144.002896,0,144.002896,144.002896,144.002896,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50460-35451-TCP,192.95.27.190,50460,71.126.222.64,35451,TCP,154.979331,2,96,48,48,0.6194374396931679,0.01290494666027433,154.979331,0,154.979331,154.979331,154.979331,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50461-35451-TCP,192.95.27.190,50461,71.126.222.64,35451,TCP,144.002716,2,96,48,48,0.6666540928297492,0.013888626933953107,144.002716,0,144.002716,144.002716,144.002716,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50462-35451-TCP,192.95.27.190,50462,71.126.222.64,35451,TCP,154.978112,2,96,48,48,0.6194423119569297,0.01290504816576937,154.978112,0,154.978112,154.978112,154.978112,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50463-35451-TCP,192.95.27.190,50463,71.126.222.64,35451,TCP,144.002972,2,96,48,48,0.6666529076913774,0.013888602243570362,144.002972,0,144.002972,144.002972,144.002972,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50464-35451-TCP,192.95.27.190,50464,71.126.222.64,35451,TCP,154.978136,2,96,48,48,0.6194422160297501,0.01290504616728646,154.978136,0,154.978136,154.978136,154.978136,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50465-35451-TCP,192.95.27.190,50465,71.126.222.64,35451,TCP,144.002677,2,96,48,48,0.6666542733785428,0.013888630695386308,144.002677,0,144.002677,144.002677,144.002677,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50466-35451-TCP,192.95.27.190,50466,71.126.222.64,35451,TCP,154.97942799999998,2,96,48,48,0.6194370519937653,0.012904938583203445,154.97942799999998,0,154.97942799999998,154.97942799999998,154.97942799999998,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50467-35451-TCP,192.95.27.190,50467,71.126.222.64,35451,TCP,144.003738,2,96,48,48,0.6666493615603228,0.013888528365840059,144.003738,0,144.003738,144.003738,144.003738,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50468-35451-TCP,192.95.27.190,50468,71.126.222.64,35451,TCP,154.984261,2,96,48,48,0.6194177355854218,0.01290453615802962,154.984261,0,154.984261,154.984261,154.984261,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50469-35451-TCP,192.95.27.190,50469,71.126.222.64,35451,TCP,144.003744,2,96,48,48,0.6666493337839883,0.013888527787166422,144.003744,0,144.003744,144.003744,144.003744,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50470-35451-TCP,192.95.27.190,50470,71.126.222.64,35451,TCP,154.984376,2,96,48,48,0.6194172759710953,0.012904526582731153,154.984376,0,154.984376,154.984376,154.984376,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50471-35451-TCP,192.95.27.190,50471,71.126.222.64,35451,TCP,144.00303200000002,2,96,48,48,0.6666526299251809,0.013888596456774602,144.00303200000002,0,144.00303200000002,144.00303200000002,144.00303200000002,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50472-35451-TCP,192.95.27.190,50472,71.126.222.64,35451,TCP,154.98498999999998,2,96,48,48,0.6194148220417991,0.012904475459204147,154.98498999999998,0,154.98498999999998,154.98498999999998,154.98498999999998,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50473-35451-TCP,192.95.27.190,50473,71.126.222.64,35451,TCP,144.003689,2,96,48,48,0.666649588400475,0.01388853309167656,144.003689,0,144.003689,144.003689,144.003689,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50474-35451-TCP,192.95.27.190,50474,71.126.222.64,35451,TCP,154.98429900000002,2,96,48,48,0.6194175837127862,0.01290453299401638,154.98429900000002,0,154.98429900000002,154.98429900000002,154.98429900000002,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50475-35451-TCP,192.95.27.190,50475,71.126.222.64,35451,TCP,144.002699,2,96,48,48,0.6666541715304933,0.013888628573551944,144.002699,0,144.002699,144.002699,144.002699,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50476-35451-TCP,192.95.27.190,50476,71.126.222.64,35451,TCP,154.985014,2,96,48,48,0.6194147261231334,0.012904473460898612,154.985014,0,154.985014,154.985014,154.985014,0,2,0,0,2,0,0,0
