Time,Source,Destination,Protocol,Length,Info,label
2018-11-03 10:27:33.392528,172.16.0.5,192.168.50.4,17,2944.0,573 -> 35797,LDAP
2018-11-03 10:23:23.813453,172.16.0.5,192.168.50.4,17,2944.0,943 -> 19281,LDAP
2018-11-03 10:23:04.411853,172.16.0.5,192.168.50.4,17,2944.0,536 -> 20942,LDAP
2018-11-03 10:24:04.228659,172.16.0.5,192.168.50.4,17,2944.0,825 -> 27605,LDAP
2018-11-03 10:24:52.482492,172.16.0.5,192.168.50.4,17,2944.0,678 -> 41370,LDAP
2018-11-03 10:29:09.532451,172.16.0.5,192.168.50.4,17,2944.0,802 -> 17761,LDAP
2018-11-03 10:22:38.194354,172.16.0.5,192.168.50.4,17,2944.0,643 -> 56431,LDAP
2018-11-03 10:27:39.490674,172.16.0.5,192.168.50.4,17,2944.0,823 -> 21146,LDAP
2018-11-03 10:27:07.237973,172.16.0.5,192.168.50.4,17,2944.0,602 -> 17681,LDAP
2018-11-03 10:24:08.252221,172.16.0.5,192.168.50.4,17,2944.0,900 -> 50595,LDAP
2018-11-03 10:26:14.370945,172.16.0.5,192.168.50.4,17,2944.0,928 -> 53977,LDAP
2018-11-03 10:23:41.243836,172.16.0.5,192.168.50.4,17,2736.0,902 -> 6006,LDAP
2018-11-03 10:23:42.051220,172.16.0.5,192.168.50.4,17,2944.0,618 -> 9933,LDAP
2018-11-03 10:25:14.522289,172.16.0.5,192.168.50.4,17,2944.0,849 -> 51106,LDAP
2018-11-03 10:23:49.043623,172.16.0.5,192.168.50.4,17,2944.0,523 -> 11922,LDAP
2018-11-03 10:24:36.758577,172.16.0.5,192.168.50.4,17,2944.0,716 -> 56586,LDAP
2018-11-03 10:27:02.420492,172.16.0.5,192.168.50.4,17,2944.0,574 -> 6724,LDAP
2018-11-03 10:28:06.554822,172.16.0.5,192.168.50.4,17,2928.0,632 -> 5717,LDAP
2018-11-03 10:09:08.265192,172.16.0.5,192.168.50.4,17,458.0,676 -> 16616,NetBIOS
2018-11-03 10:23:32.191639,172.16.0.5,192.168.50.4,17,2848.0,759 -> 21501,LDAP
2018-11-03 10:27:55.319249,172.16.0.5,192.168.50.4,17,2944.0,597 -> 31833,LDAP
2018-11-03 10:28:45.318110,172.16.0.5,192.168.50.4,17,2928.0,708 -> 14821,LDAP
2018-11-03 10:22:40.752621,172.16.0.5,192.168.50.4,17,2944.0,515 -> 19025,LDAP
2018-11-03 10:29:36.851025,172.16.0.5,192.168.50.4,17,2736.0,681 -> 18223,LDAP
2018-11-03 10:09:12.506583,172.16.0.5,192.168.50.4,17,458.0,998 -> 625,NetBIOS
2018-11-03 10:22:26.780722,172.16.0.5,192.168.50.4,17,2944.0,840 -> 44136,LDAP
2018-11-03 10:29:25.456183,172.16.0.5,192.168.50.4,17,2944.0,900 -> 29507,LDAP
2018-11-03 10:27:30.903978,172.16.0.5,192.168.50.4,17,2944.0,665 -> 18108,LDAP
2018-11-03 10:24:31.394165,172.16.0.5,192.168.50.4,17,2944.0,926 -> 36285,LDAP
2018-11-03 10:22:01.817912,172.16.0.5,192.168.50.4,17,2944.0,744 -> 37440,LDAP
2018-11-03 10:28:07.522927,172.16.0.5,192.168.50.4,17,2944.0,711 -> 9782,LDAP
2018-11-03 10:23:08.237722,172.16.0.5,192.168.50.4,17,2944.0,548 -> 10643,LDAP
2018-11-03 10:09:07.053981,172.16.0.5,192.168.50.4,17,458.0,743 -> 32331,NetBIOS
2018-11-03 10:25:25.756031,172.16.0.5,192.168.50.4,17,2944.0,995 -> 48106,LDAP
2018-11-03 10:29:14.453541,172.16.0.5,192.168.50.4,17,2944.0,642 -> 7185,LDAP
2018-11-03 10:22:49.581976,172.16.0.5,192.168.50.4,17,2944.0,532 -> 11609,LDAP
2018-11-03 10:28:05.005607,172.16.0.5,192.168.50.4,17,2944.0,607 -> 12466,LDAP
2018-11-03 10:27:24.131154,172.16.0.5,192.168.50.4,17,2736.0,900 -> 39166,LDAP
2018-11-03 10:23:44.074433,172.16.0.5,192.168.50.4,17,2944.0,711 -> 11636,LDAP
2018-11-03 10:29:16.894501,172.16.0.5,192.168.50.4,17,2944.0,846 -> 27552,LDAP
2018-11-03 10:26:15.377890,172.16.0.5,192.168.50.4,17,2944.0,811 -> 32432,LDAP
2018-11-03 10:26:38.716479,172.16.0.5,192.168.50.4,17,2944.0,900 -> 64306,LDAP
2018-11-03 10:23:42.465243,172.16.0.5,192.168.50.4,17,2944.0,764 -> 32386,LDAP
2018-11-03 10:25:04.634183,172.16.0.5,192.168.50.4,17,2944.0,900 -> 12203,LDAP
2018-11-03 10:24:01.980384,172.16.0.5,192.168.50.4,17,2944.0,1013 -> 21519,LDAP
2018-11-03 10:27:20.085008,172.16.0.5,192.168.50.4,17,2944.0,900 -> 13561,LDAP
2018-11-03 10:26:24.993205,172.16.0.5,192.168.50.4,17,2944.0,969 -> 9011,LDAP
2018-11-03 10:27:45.752814,172.16.0.5,192.168.50.4,17,2944.0,796 -> 40163,LDAP
2018-11-03 10:25:49.587592,172.16.0.5,192.168.50.4,17,2944.0,937 -> 20801,LDAP
2018-11-03 10:27:42.413280,172.16.0.5,192.168.50.4,17,2944.0,585 -> 14807,LDAP
2018-11-03 10:26:22.822316,172.16.0.5,192.168.50.4,17,2656.0,900 -> 59827,LDAP
2018-11-03 10:28:33.245708,172.16.0.5,192.168.50.4,17,2944.0,977 -> 42783,LDAP
2018-11-03 10:29:50.920334,172.16.0.5,192.168.50.4,17,2944.0,900 -> 17105,LDAP
2018-11-03 10:24:03.282217,172.16.0.5,192.168.50.4,17,2944.0,614 -> 4730,LDAP
2018-11-03 10:29:00.182137,172.16.0.5,192.168.50.4,17,2944.0,773 -> 16459,LDAP
2018-11-03 10:23:34.678641,172.16.0.5,192.168.50.4,17,2944.0,698 -> 20604,LDAP
2018-11-03 10:27:02.236559,172.16.0.5,192.168.50.4,17,2944.0,900 -> 11845,LDAP
2018-11-03 10:26:32.570846,172.16.0.5,192.168.50.4,17,2944.0,861 -> 12122,LDAP
2018-11-03 10:09:21.208624,172.16.0.5,192.168.50.4,17,458.0,620 -> 11367,NetBIOS
2018-11-03 10:24:57.411592,172.16.0.5,192.168.50.4,17,2944.0,927 -> 15446,LDAP
2018-11-03 10:26:56.123524,172.16.0.5,192.168.50.4,17,2912.0,996 -> 64220,LDAP
2018-11-03 10:25:40.192271,172.16.0.5,192.168.50.4,17,2944.0,651 -> 7421,LDAP
2018-11-03 10:27:01.567857,172.16.0.5,192.168.50.4,17,2944.0,900 -> 32717,LDAP
2018-11-03 10:09:08.035505,172.16.0.5,192.168.50.4,17,458.0,677 -> 12725,NetBIOS
2018-11-03 10:26:41.517109,172.16.0.5,192.168.50.4,17,2944.0,547 -> 45904,LDAP
2018-11-03 10:23:10.473540,172.16.0.5,192.168.50.4,17,2944.0,741 -> 31230,LDAP
2018-11-03 10:24:40.321559,172.16.0.5,192.168.50.4,17,2944.0,703 -> 58104,LDAP
2018-11-03 10:23:07.032862,172.16.0.5,192.168.50.4,17,2928.0,810 -> 6589,LDAP
2018-11-03 10:25:09.777994,172.16.0.5,192.168.50.4,17,2944.0,900 -> 47690,LDAP
2018-11-03 10:24:15.355409,172.16.0.5,192.168.50.4,17,2944.0,900 -> 9433,LDAP
2018-11-03 10:29:36.693341,172.16.0.5,192.168.50.4,17,2944.0,900 -> 8070,LDAP
2018-11-03 10:25:03.260902,172.16.0.5,192.168.50.4,17,2944.0,709 -> 62982,LDAP
2018-11-03 10:23:14.992214,172.16.0.5,192.168.50.4,17,2944.0,948 -> 953,LDAP
2018-11-03 10:25:57.866793,172.16.0.5,192.168.50.4,17,2944.0,876 -> 14558,LDAP
2018-11-03 10:28:15.746545,172.16.0.5,192.168.50.4,17,2944.0,956 -> 15323,LDAP
2018-11-03 10:26:59.608932,172.16.0.5,192.168.50.4,17,2944.0,531 -> 46029,LDAP
2018-11-03 10:29:50.908352,172.16.0.5,192.168.50.4,17,2944.0,916 -> 10600,LDAP
2018-11-03 10:29:06.480844,172.16.0.5,192.168.50.4,17,2944.0,1000 -> 11468,LDAP
2018-11-03 10:27:21.771672,172.16.0.5,192.168.50.4,17,2944.0,599 -> 55150,LDAP
2018-11-03 10:23:49.179132,172.16.0.5,192.168.50.4,17,2944.0,572 -> 9129,LDAP
2018-11-03 10:28:10.335810,172.16.0.5,192.168.50.4,17,2944.0,605 -> 61859,LDAP
2018-11-03 10:27:54.560239,172.16.0.5,192.168.50.4,17,2736.0,900 -> 16463,LDAP
2018-11-03 10:24:19.899060,172.16.0.5,192.168.50.4,17,2944.0,991 -> 23370,LDAP
2018-11-03 10:22:35.383553,172.16.0.5,192.168.50.4,17,2944.0,837 -> 53284,LDAP
2018-11-03 10:28:39.730571,172.16.0.5,192.168.50.4,17,2944.0,610 -> 10781,LDAP
2018-11-03 10:28:46.463106,172.16.0.5,192.168.50.4,17,2944.0,900 -> 43605,LDAP
2018-11-03 10:29:06.687066,172.16.0.5,192.168.50.4,17,2944.0,722 -> 16873,LDAP
2018-11-03 10:27:53.603373,172.16.0.5,192.168.50.4,17,2944.0,581 -> 62496,LDAP
2018-11-03 10:29:00.311685,192.168.50.4,172.16.0.5,17,1040.0,690 -> 56429,LDAP
2018-11-03 10:28:33.161028,172.16.0.5,192.168.50.4,17,2944.0,708 -> 29448,LDAP
2018-11-03 10:23:21.445751,172.16.0.5,192.168.50.4,17,2816.0,534 -> 47852,LDAP
2018-11-03 10:24:54.269671,172.16.0.5,192.168.50.4,17,2944.0,776 -> 57498,LDAP
2018-11-03 10:25:22.735021,172.16.0.5,192.168.50.4,17,2944.0,900 -> 63434,LDAP
2018-11-03 10:29:28.937450,172.16.0.5,192.168.50.4,17,2944.0,692 -> 5976,LDAP
2018-11-03 10:26:52.755000,172.16.0.5,192.168.50.4,17,2944.0,900 -> 21851,LDAP
2018-11-03 10:27:27.068959,172.16.0.5,192.168.50.4,17,2944.0,527 -> 47418,LDAP
2018-11-03 10:26:53.329777,172.16.0.5,192.168.50.4,17,2944.0,727 -> 11604,LDAP
2018-11-03 10:27:37.296506,172.16.0.5,192.168.50.4,17,2944.0,900 -> 36515,LDAP
2018-11-03 10:26:22.294108,172.16.0.5,192.168.50.4,17,2944.0,688 -> 31417,LDAP
2018-11-03 10:09:00.691100,172.16.0.5,192.168.50.4,17,422.0,642 -> 32356,NetBIOS
2018-11-03 10:25:41.412762,172.16.0.5,192.168.50.4,17,2944.0,690 -> 3304,LDAP
2018-11-03 10:09:03.029392,172.16.0.5,192.168.50.4,17,458.0,745 -> 10186,NetBIOS
2018-11-03 10:23:45.400544,172.16.0.5,192.168.50.4,17,2944.0,891 -> 55682,LDAP
2018-11-03 10:24:47.367476,172.16.0.5,192.168.50.4,17,2944.0,1019 -> 63873,LDAP
2018-11-03 10:24:02.423158,172.16.0.5,192.168.50.4,17,2944.0,730 -> 41137,LDAP
2018-11-03 10:24:59.866305,172.16.0.5,192.168.50.4,17,2944.0,655 -> 17349,LDAP
2018-11-03 10:28:48.473902,172.16.0.5,192.168.50.4,17,2944.0,900 -> 6825,LDAP
2018-11-03 10:09:09.816806,172.16.0.5,192.168.50.4,17,458.0,791 -> 147,NetBIOS
2018-11-03 10:29:36.541911,172.16.0.5,192.168.50.4,17,2944.0,681 -> 59850,LDAP
2018-11-03 10:09:23.633361,172.16.0.5,192.168.50.4,17,458.0,914 -> 31285,NetBIOS
2018-11-03 10:23:03.550168,172.16.0.5,192.168.50.4,17,2944.0,650 -> 44491,LDAP
2018-11-03 10:24:41.206623,172.16.0.5,192.168.50.4,17,2944.0,700 -> 14590,LDAP
2018-11-03 10:09:06.447563,172.16.0.5,192.168.50.4,17,458.0,707 -> 36361,NetBIOS
2018-11-03 10:25:58.738849,172.16.0.5,192.168.50.4,17,2944.0,545 -> 16578,LDAP
2018-11-03 10:22:03.729544,172.16.0.5,192.168.50.4,17,2944.0,882 -> 2730,LDAP
2018-11-03 10:22:44.714280,172.16.0.5,192.168.50.4,17,2944.0,986 -> 27231,LDAP
2018-11-03 10:09:25.073781,172.16.0.5,192.168.50.4,17,458.0,739 -> 54541,NetBIOS
2018-11-03 10:22:31.951810,172.16.0.5,192.168.50.4,17,2944.0,905 -> 16089,LDAP
2018-11-03 10:28:42.599384,172.16.0.5,192.168.50.4,17,2928.0,918 -> 7757,LDAP
2018-11-03 10:28:05.714247,172.16.0.5,192.168.50.4,17,2944.0,939 -> 51545,LDAP
2018-11-03 10:22:15.836402,172.16.0.5,192.168.50.4,17,2944.0,900 -> 14815,LDAP
2018-11-03 10:09:21.873455,172.16.0.5,192.168.50.4,17,458.0,946 -> 40001,NetBIOS
2018-11-03 10:23:41.083455,172.16.0.5,192.168.50.4,17,2944.0,753 -> 45232,LDAP
2018-11-03 10:09:20.111943,172.16.0.5,192.168.50.4,17,458.0,1009 -> 57295,NetBIOS
2018-11-03 10:23:30.352327,172.16.0.5,192.168.50.4,17,2944.0,886 -> 5110,LDAP
2018-11-03 10:24:57.668177,172.16.0.5,192.168.50.4,17,2944.0,900 -> 25424,LDAP
2018-11-03 10:26:51.185544,172.16.0.5,192.168.50.4,17,2944.0,859 -> 47133,LDAP
2018-11-03 10:26:00.401051,172.16.0.5,192.168.50.4,17,2944.0,695 -> 13242,LDAP
2018-11-03 10:24:28.527626,172.16.0.5,192.168.50.4,17,2944.0,715 -> 48826,LDAP
2018-11-03 10:23:54.426295,172.16.0.5,192.168.50.4,17,2944.0,622 -> 55826,LDAP
2018-11-03 10:09:09.889293,172.16.0.5,192.168.50.4,17,458.0,784 -> 23170,NetBIOS
2018-11-03 10:22:23.192556,172.16.0.5,192.168.50.4,17,2944.0,643 -> 12326,LDAP
2018-11-03 10:29:13.419424,172.16.0.5,192.168.50.4,17,2944.0,958 -> 627,LDAP
2018-11-03 10:28:38.363821,172.16.0.5,192.168.50.4,17,2944.0,712 -> 16588,LDAP
2018-11-03 10:27:06.122565,172.16.0.5,192.168.50.4,17,2944.0,549 -> 41152,LDAP
2018-11-03 10:24:15.342919,172.16.0.5,192.168.50.4,17,2944.0,811 -> 40131,LDAP
2018-11-03 10:26:58.505174,172.16.0.5,192.168.50.4,17,2944.0,665 -> 30498,LDAP
2018-11-03 10:24:02.177314,172.16.0.5,192.168.50.4,17,2944.0,774 -> 40494,LDAP
2018-11-03 10:27:41.216081,172.16.0.5,192.168.50.4,17,2944.0,679 -> 63059,LDAP
2018-11-03 10:25:37.592795,172.16.0.5,192.168.50.4,17,2944.0,754 -> 30511,LDAP
2018-11-03 10:26:10.431963,172.16.0.5,192.168.50.4,17,2944.0,868 -> 25750,LDAP
2018-11-03 10:24:20.681933,172.16.0.5,192.168.50.4,17,2944.0,1016 -> 16342,LDAP
2018-11-03 10:22:51.985466,172.16.0.5,192.168.50.4,17,2944.0,770 -> 64958,LDAP
2018-11-03 10:09:19.528313,172.16.0.5,192.168.50.4,17,458.0,656 -> 16669,NetBIOS
2018-11-03 10:29:12.318858,172.16.0.5,192.168.50.4,17,2944.0,538 -> 8078,LDAP
2018-11-03 10:28:02.547072,172.16.0.5,192.168.50.4,17,2944.0,592 -> 10396,LDAP
2018-11-03 10:21:54.892632,172.16.0.5,192.168.50.4,17,2944.0,900 -> 2729,LDAP
2018-11-03 10:25:08.110945,172.16.0.5,192.168.50.4,17,2848.0,631 -> 61875,LDAP
2018-11-03 10:27:19.101043,172.16.0.5,192.168.50.4,17,2944.0,524 -> 30621,LDAP
2018-11-03 10:22:46.625461,172.16.0.5,192.168.50.4,17,2944.0,735 -> 59873,LDAP
2018-11-03 10:28:43.880935,172.16.0.5,192.168.50.4,17,2944.0,1013 -> 55341,LDAP
2018-11-03 10:23:34.413503,172.16.0.5,192.168.50.4,17,2944.0,631 -> 34341,LDAP
2018-11-03 10:24:19.202167,172.16.0.5,192.168.50.4,17,2944.0,746 -> 14877,LDAP
2018-11-03 10:23:50.204290,172.16.0.5,192.168.50.4,17,2944.0,703 -> 58432,LDAP
2018-11-03 10:09:10.964036,172.16.0.5,192.168.50.4,17,458.0,892 -> 41252,NetBIOS
2018-11-03 10:29:11.855000,172.16.0.5,192.168.50.4,17,2944.0,900 -> 55365,LDAP
2018-11-03 10:27:38.566360,172.16.0.5,192.168.50.4,17,2944.0,939 -> 28476,LDAP
2018-11-03 10:22:15.482076,172.16.0.5,192.168.50.4,17,2944.0,523 -> 8221,LDAP
2018-11-03 10:22:08.906419,172.16.0.5,192.168.50.4,17,2928.0,559 -> 2016,LDAP
2018-11-03 10:27:12.006211,172.16.0.5,192.168.50.4,17,2944.0,900 -> 55732,LDAP
2018-11-03 10:24:20.723612,172.16.0.5,192.168.50.4,17,2944.0,664 -> 2505,LDAP
2018-11-03 10:25:56.010367,172.16.0.5,192.168.50.4,17,2944.0,543 -> 13912,LDAP
2018-11-03 10:22:17.177058,172.16.0.5,192.168.50.4,17,2944.0,599 -> 17288,LDAP
2018-11-03 10:26:31.134075,172.16.0.5,192.168.50.4,17,2944.0,702 -> 49640,LDAP
2018-11-03 10:22:39.376508,172.16.0.5,192.168.50.4,17,2944.0,864 -> 9095,LDAP
2018-11-03 10:25:18.218727,172.16.0.5,192.168.50.4,17,2944.0,900 -> 40763,LDAP
2018-11-03 10:27:52.745115,172.16.0.5,192.168.50.4,17,2944.0,528 -> 60652,LDAP
2018-11-03 10:28:25.556074,172.16.0.5,192.168.50.4,17,2944.0,617 -> 24487,LDAP
2018-11-03 10:27:11.186743,172.16.0.5,192.168.50.4,17,2944.0,605 -> 37184,LDAP
2018-11-03 10:25:14.311411,172.16.0.5,192.168.50.4,17,2944.0,821 -> 21685,LDAP
2018-11-03 10:25:29.067964,172.16.0.5,192.168.50.4,17,2944.0,683 -> 37186,LDAP
2018-11-03 10:24:16.021582,172.16.0.5,192.168.50.4,17,2944.0,941 -> 3817,LDAP
2018-11-03 10:29:15.090463,172.16.0.5,192.168.50.4,17,2944.0,933 -> 362,LDAP
2018-11-03 10:23:37.758545,172.16.0.5,192.168.50.4,17,2944.0,973 -> 52503,LDAP
2018-11-03 10:26:21.974302,172.16.0.5,192.168.50.4,17,2944.0,1009 -> 17975,LDAP
2018-11-03 10:25:27.138519,172.16.0.5,192.168.50.4,17,2944.0,992 -> 45013,LDAP
2018-11-03 10:28:23.318923,172.16.0.5,192.168.50.4,17,2944.0,900 -> 21946,LDAP
2018-11-03 10:09:08.893779,172.16.0.5,192.168.50.4,17,458.0,648 -> 65418,NetBIOS
2018-11-03 10:29:30.102914,172.16.0.5,192.168.50.4,17,2944.0,900 -> 27403,LDAP
2018-11-03 10:28:38.467236,172.16.0.5,192.168.50.4,17,2944.0,553 -> 13678,LDAP
2018-11-03 10:29:27.955135,172.16.0.5,192.168.50.4,17,2448.0,867 -> 60527,LDAP
2018-11-03 10:27:14.813331,172.16.0.5,192.168.50.4,17,2944.0,645 -> 17450,LDAP
2018-11-03 10:23:10.964890,172.16.0.5,192.168.50.4,17,2944.0,680 -> 8358,LDAP
2018-11-03 10:09:02.760067,172.16.0.5,192.168.50.4,17,458.0,985 -> 52336,NetBIOS
2018-11-03 10:28:01.559853,172.16.0.5,192.168.50.4,17,2944.0,864 -> 49597,LDAP
2018-11-03 10:27:52.305566,172.16.0.5,192.168.50.4,17,2944.0,985 -> 39832,LDAP
2018-11-03 10:26:26.600405,172.16.0.5,192.168.50.4,17,2944.0,1017 -> 32461,LDAP
2018-11-03 10:22:19.772587,172.16.0.5,192.168.50.4,17,2944.0,635 -> 51731,LDAP
2018-11-03 10:09:02.222306,172.16.0.5,192.168.50.4,17,458.0,648 -> 18153,NetBIOS
2018-11-03 10:25:49.532799,172.16.0.5,192.168.50.4,17,2944.0,749 -> 58652,LDAP
2018-11-03 10:28:23.301235,172.16.0.5,192.168.50.4,17,2944.0,900 -> 34029,LDAP
2018-11-03 10:26:56.068894,172.16.0.5,192.168.50.4,17,2944.0,843 -> 56364,LDAP
2018-11-03 10:26:36.955359,172.16.0.5,192.168.50.4,17,2944.0,560 -> 46376,LDAP
2018-11-03 10:23:30.842829,172.16.0.5,192.168.50.4,17,2944.0,837 -> 4701,LDAP
2018-11-03 10:27:30.012657,172.16.0.5,192.168.50.4,17,2944.0,983 -> 20715,LDAP
2018-11-03 10:22:02.573938,172.16.0.5,192.168.50.4,17,2944.0,901 -> 51559,LDAP
2018-11-03 10:22:09.499740,172.16.0.5,192.168.50.4,17,2944.0,900 -> 54117,LDAP
2018-11-03 10:09:02.703137,172.16.0.5,192.168.50.4,17,458.0,582 -> 53871,NetBIOS
2018-11-03 10:09:11.328286,172.16.0.5,192.168.50.4,17,458.0,755 -> 21632,NetBIOS
2018-11-03 10:21:56.574790,172.16.0.5,192.168.50.4,17,2944.0,900 -> 8722,LDAP
2018-11-03 10:22:24.111588,172.16.0.5,192.168.50.4,17,2944.0,741 -> 62068,LDAP
2018-11-03 10:26:53.009986,172.16.0.5,192.168.50.4,17,2944.0,785 -> 19436,LDAP
2018-11-03 10:24:14.677234,172.16.0.5,192.168.50.4,17,2944.0,700 -> 1582,LDAP
2018-11-03 10:21:55.903833,172.16.0.5,192.168.50.4,17,2944.0,900 -> 39658,LDAP
2018-11-03 10:27:57.663322,172.16.0.5,192.168.50.4,17,2944.0,724 -> 23144,LDAP
2018-11-03 10:29:45.323023,172.16.0.5,192.168.50.4,17,2944.0,610 -> 37829,LDAP
2018-11-03 10:28:14.038446,172.16.0.5,192.168.50.4,17,2944.0,609 -> 36039,LDAP
2018-11-03 10:29:46.030660,172.16.0.5,192.168.50.4,17,2944.0,900 -> 52549,LDAP
2018-11-03 10:23:57.197727,172.16.0.5,192.168.50.4,17,2944.0,700 -> 5576,LDAP
2018-11-03 10:28:20.959421,172.16.0.5,192.168.50.4,17,2944.0,579 -> 60480,LDAP
2018-11-03 10:24:08.543106,172.16.0.5,192.168.50.4,17,2896.0,693 -> 51806,LDAP
2018-11-03 10:26:24.623180,172.16.0.5,192.168.50.4,17,2944.0,650 -> 46338,LDAP
2018-11-03 10:25:02.647386,172.16.0.5,192.168.50.4,17,2944.0,985 -> 3048,LDAP
2018-11-03 10:23:34.888515,172.16.0.5,192.168.50.4,17,2944.0,542 -> 45661,LDAP
2018-11-03 10:22:01.513512,172.16.0.5,192.168.50.4,17,2944.0,900 -> 60813,LDAP
2018-11-03 10:26:21.104716,172.16.0.5,192.168.50.4,17,2944.0,748 -> 62405,LDAP
2018-11-03 10:24:26.333003,172.16.0.5,192.168.50.4,17,2736.0,581 -> 59483,LDAP
2018-11-03 10:28:15.854266,172.16.0.5,192.168.50.4,17,2944.0,900 -> 27503,LDAP
2018-11-03 10:24:16.678679,172.16.0.5,192.168.50.4,17,2944.0,1006 -> 46061,LDAP
2018-11-03 10:23:51.477036,172.16.0.5,192.168.50.4,17,2944.0,800 -> 59658,LDAP
2018-11-03 10:25:14.591725,172.16.0.5,192.168.50.4,17,2944.0,538 -> 2020,LDAP
2018-11-03 10:09:23.009931,172.16.0.5,192.168.50.4,17,458.0,793 -> 20206,NetBIOS
2018-11-03 10:26:55.210576,172.16.0.5,192.168.50.4,17,2944.0,900 -> 28078,LDAP
2018-11-03 10:21:55.394570,172.16.0.5,192.168.50.4,17,2944.0,900 -> 64789,LDAP
2018-11-03 10:23:25.975336,172.16.0.5,192.168.50.4,17,2944.0,519 -> 30777,LDAP
2018-11-03 10:28:16.346987,172.16.0.5,192.168.50.4,17,2944.0,821 -> 30448,LDAP
2018-11-03 10:28:19.005384,172.16.0.5,192.168.50.4,17,2944.0,989 -> 45231,LDAP
2018-11-03 10:09:02.475946,172.16.0.5,192.168.50.4,17,458.0,631 -> 49225,NetBIOS
2018-11-03 10:09:05.881005,172.16.0.5,192.168.50.4,17,422.0,648 -> 54685,NetBIOS
2018-11-03 10:27:12.985811,172.16.0.5,192.168.50.4,17,2944.0,536 -> 8052,LDAP
2018-11-03 10:25:15.847198,172.16.0.5,192.168.50.4,17,2944.0,900 -> 43445,LDAP
2018-11-03 10:27:56.332477,172.16.0.5,192.168.50.4,17,2944.0,619 -> 23396,LDAP
2018-11-03 10:24:32.400949,172.16.0.5,192.168.50.4,17,2944.0,861 -> 26330,LDAP
2018-11-03 10:27:18.874872,172.16.0.5,192.168.50.4,17,2944.0,900 -> 45009,LDAP
2018-11-03 10:29:03.682406,172.16.0.5,192.168.50.4,17,2944.0,696 -> 34838,LDAP
2018-11-03 10:22:05.252292,172.16.0.5,192.168.50.4,17,2944.0,900 -> 41066,LDAP
2018-11-03 10:25:12.462225,172.16.0.5,192.168.50.4,17,2944.0,604 -> 62165,LDAP
2018-11-03 10:25:55.630330,172.16.0.5,192.168.50.4,17,2944.0,658 -> 22748,LDAP
2018-11-03 10:22:50.422406,172.16.0.5,192.168.50.4,17,2944.0,744 -> 5390,LDAP
2018-11-03 10:26:11.797491,172.16.0.5,192.168.50.4,17,2944.0,562 -> 5864,LDAP
2018-11-03 10:28:11.059947,172.16.0.5,192.168.50.4,17,2944.0,880 -> 20352,LDAP
2018-11-03 10:24:09.093761,172.16.0.5,192.168.50.4,17,2944.0,834 -> 32839,LDAP
2018-11-03 10:29:07.026519,172.16.0.5,192.168.50.4,17,2944.0,903 -> 41750,LDAP
2018-11-03 10:24:22.614896,172.16.0.5,192.168.50.4,17,2944.0,1019 -> 13894,LDAP
2018-11-03 10:28:28.284442,172.16.0.5,192.168.50.4,17,2944.0,959 -> 44384,LDAP
2018-11-03 10:24:08.991316,172.16.0.5,192.168.50.4,17,2944.0,940 -> 25585,LDAP
2018-11-03 10:26:16.938570,172.16.0.5,192.168.50.4,17,2944.0,838 -> 6043,LDAP
2018-11-03 10:24:10.464859,172.16.0.5,192.168.50.4,17,2848.0,685 -> 50211,LDAP
2018-11-03 10:24:00.781284,172.16.0.5,192.168.50.4,17,2944.0,773 -> 19268,LDAP
2018-11-03 10:25:29.677515,172.16.0.5,192.168.50.4,17,2944.0,994 -> 33140,LDAP
2018-11-03 10:25:39.256023,172.16.0.5,192.168.50.4,17,2944.0,632 -> 8452,LDAP
2018-11-03 10:23:52.736486,172.16.0.5,192.168.50.4,17,2944.0,818 -> 40836,LDAP
2018-11-03 10:29:36.529198,172.16.0.5,192.168.50.4,17,2928.0,635 -> 59548,LDAP
2018-11-03 10:26:33.176313,172.16.0.5,192.168.50.4,17,2944.0,900 -> 6230,LDAP
2018-11-03 10:23:19.402478,172.16.0.5,192.168.50.4,17,2944.0,930 -> 54022,LDAP
2018-11-03 10:27:29.186080,172.16.0.5,192.168.50.4,17,2848.0,566 -> 35782,LDAP
2018-11-03 10:28:29.395077,172.16.0.5,192.168.50.4,17,2832.0,897 -> 59712,LDAP
2018-11-03 10:22:38.419204,172.16.0.5,192.168.50.4,17,2944.0,965 -> 180,LDAP
2018-11-03 10:22:11.477601,172.16.0.5,192.168.50.4,17,2944.0,522 -> 35811,LDAP
2018-11-03 10:29:44.549315,172.16.0.5,192.168.50.4,17,2944.0,575 -> 56388,LDAP
2018-11-03 10:27:55.694599,172.16.0.5,192.168.50.4,17,2944.0,900 -> 39858,LDAP
2018-11-03 10:25:20.107160,172.16.0.5,192.168.50.4,17,2944.0,630 -> 2402,LDAP
2018-11-03 10:26:30.141931,172.16.0.5,192.168.50.4,17,2944.0,978 -> 37208,LDAP
2018-11-03 10:28:33.046487,172.16.0.5,192.168.50.4,17,2944.0,851 -> 43996,LDAP
2018-11-03 10:29:29.536610,172.16.0.5,192.168.50.4,17,2944.0,727 -> 21177,LDAP
2018-11-03 10:09:23.241294,172.16.0.5,192.168.50.4,17,494.0,648 -> 53733,NetBIOS
2018-11-03 10:27:32.779842,172.16.0.5,192.168.50.4,17,2944.0,884 -> 25725,LDAP
2018-11-03 10:22:53.063721,172.16.0.5,192.168.50.4,17,2944.0,971 -> 1478,LDAP
